student_id,department,subject_name,feedback_text,preprocessed_text,sentiment_label,sarcasm_flag,emotion_tag,feedback_type,subject_specific_context,response_required
STU0886,BIO,Genetics,Smile travel follow never meet return perform turn reason several.,smile travel follow never meet return perform turn reason several,positive,0,sadness,Instructor,Lab-Intensive,1
STU0887,ENG,Modern Fiction,Compare real thing compare mind against painting.,compare real thing compare mind against painting,negative,0,neutral,Academic,Lab-Intensive,1
STU0888,ENG,Modern Fiction,Situation something ability set dream management person direction space cold theory the pass.,situation something ability set dream management person direction space cold theory the pass,positive,1,fear,Academic,Lab-Intensive,0
STU0889,CIVIL,Concrete Tech,Call those modern popular make exactly color piece administration into southern significant.,call those modern popular make exactly color piece administration into southern significant,positive,0,surprise,Instructor,Theory-Heavy,0
STU0890,ME,Thermodynamics,In school space represent she purpose choice much maybe fine entire which decision knowledge lot.,in school space represent she purpose choice much maybe fine entire which decision knowledge lot,neutral,0,neutral,Infrastructure,Theory-Heavy,0
STU0891,ECE,Embedded Systems,Century wall power firm stay necessary cut car play building program wife collection get without.,century wall power firm stay necessary cut car play building program wife collection get without,neutral,0,surprise,Academic,Project-Based,0
STU0892,BIO,Microbiology,Stay value building direction debate contain or beyond open.,stay value building direction debate contain or beyond open,neutral,0,fear,Instructor,Lab-Intensive,1
STU0893,BIO,Genetics,Her real still in fall future only check visit market quite brother large and animal bed since right rock glass.,her real still in fall future only check visit market quite brother large and animal bed since right rock glass,positive,0,anger,Academic,Lab-Intensive,1
STU0894,MBA,Marketing,Tree measure report pattern place really require enjoy.,tree measure report pattern place really require enjoy,positive,0,joy,Infrastructure,Project-Based,1
STU0895,ME,Fluid Mechanics,Well system across win stuff management show want thousand take traditional tell eye.,well system across win stuff management show want thousand take traditional tell eye,positive,0,fear,Academic,Project-Based,0
STU0896,ENG,Poetry,Mention opportunity there talk where address me.,mention opportunity there talk where address me,negative,0,fear,Infrastructure,Theory-Heavy,1
STU0897,ECE,Digital Circuits,Most project age environment model each book too window.,most project age environment model each book too window,positive,0,sadness,Instructor,Lab-Intensive,0
STU0898,CIVIL,Concrete Tech,Respond suggest pressure suggest control new way gas easy him unit list page rather manage above both of million any.,respond suggest pressure suggest control new way gas easy him unit list page rather manage above both of million any,negative,0,joy,Instructor,Lab-Intensive,1
STU0899,ME,Thermodynamics,Night police often play guess let matter avoid clearly direction.,night police often play guess let matter avoid clearly direction,negative,0,joy,Instructor,Lab-Intensive,1
STU0900,MBA,Finance,History image wrong newspaper TV treat eye material like west.,history image wrong newspaper tv treat eye material like west,positive,0,joy,Infrastructure,Lab-Intensive,1
STU0901,ECE,Digital Circuits,All third gas get benefit west beat where important pretty difficult save eye necessary.,all third gas get benefit west beat where important pretty difficult save eye necessary,neutral,0,sadness,Instructor,Lab-Intensive,1
STU0902,MBA,Finance,Message pull life include employee environmental enter per fire notice.,message pull life include employee environmental enter per fire notice,positive,0,anger,Instructor,Theory-Heavy,1
STU0903,ME,Thermodynamics,World blue leader source early degree power environment great current space skin give do of network right western onto.,world blue leader source early degree power environment great current space skin give do of network right western onto,neutral,0,joy,Instructor,Lab-Intensive,1
STU0904,ECE,Digital Circuits,Fear tonight must win important bag participant black back mother serious consider agreement realize.,fear tonight must win important bag participant black back mother serious consider agreement realize,negative,1,sadness,Instructor,Lab-Intensive,1
STU0905,ME,Fluid Mechanics,Scene yard necessary free bad five social.,scene yard necessary free bad five social,neutral,1,joy,Infrastructure,Lab-Intensive,0
STU0906,CIVIL,Concrete Tech,Economic price study health tough this where concern someone open.,economic price study health tough this where concern someone open,neutral,0,neutral,Instructor,Lab-Intensive,0
STU0907,BIO,Genetics,Whether sign action morning vote go Congress condition try animal surface huge third own threat responsibility building scene operation town.,whether sign action morning vote go congress condition try animal surface huge third own threat responsibility building scene operation town,positive,1,fear,Instructor,Theory-Heavy,0
STU0908,MBA,Finance,Guy catch history six ten reflect human story nature threat movement produce save interest with.,guy catch history six ten reflect human story nature threat movement produce save interest with,positive,1,fear,Infrastructure,Theory-Heavy,1
STU0909,MBA,Finance,Friend boy culture thought wrong home year agree necessary big require bad million.,friend boy culture thought wrong home year agree necessary big require bad million,negative,0,fear,Instructor,Lab-Intensive,1
STU0910,ECE,Embedded Systems,Sit open themselves discover truth paper hospital card enjoy director remember writer daughter realize might safe name.,sit open themselves discover truth paper hospital card enjoy director remember writer daughter realize might safe name,negative,0,anger,Infrastructure,Theory-Heavy,1
STU0911,BIO,Genetics,Hospital agent simply dinner light claim main door north build recent.,hospital agent simply dinner light claim main door north build recent,neutral,0,surprise,Infrastructure,Theory-Heavy,1
STU0912,CIVIL,Concrete Tech,Agree red tonight country image discover candidate.,agree red tonight country image discover candidate,neutral,0,fear,Infrastructure,Project-Based,0
STU0913,ECE,Digital Circuits,Begin have identify light quality factor seek.,begin have identify light quality factor seek,positive,0,anger,Academic,Lab-Intensive,0
STU0914,MBA,Marketing,Side effort detail long recently artist consumer realize star own six.,side effort detail long recently artist consumer realize star own six,neutral,1,anger,Instructor,Project-Based,1
STU0915,MBA,Marketing,Laugh daughter part manage among often series born.,laugh daughter part manage among often series born,positive,0,fear,Instructor,Lab-Intensive,0
STU0916,CS,Data Structures,Charge two its game less save people ability example care thank plan serious right career goal maybe response size spring.,charge two its game less save people ability example care thank plan serious right career goal maybe response size spring,neutral,0,joy,Instructor,Project-Based,1
STU0917,CIVIL,Concrete Tech,Later budget training particular suggest.,later budget training particular suggest,neutral,0,sadness,Academic,Project-Based,1
STU0918,ENG,Poetry,Rich describe church PM prove between cold beautiful.,rich describe church pm prove between cold beautiful,negative,0,fear,Infrastructure,Theory-Heavy,1
STU0919,CS,Data Structures,Order consumer see follow above second produce mouth reflect.,order consumer see follow above second produce mouth reflect,positive,1,sadness,Instructor,Lab-Intensive,1
STU0920,ECE,Digital Circuits,Environmental office choose network expert air station audience police community debate pressure lot imagine single.,environmental office choose network expert air station audience police community debate pressure lot imagine single,negative,0,sadness,Infrastructure,Lab-Intensive,1
STU0921,ENG,Modern Fiction,Common nothing interesting she institution task able child.,common nothing interesting she institution task able child,neutral,0,sadness,Instructor,Project-Based,1
STU0922,ENG,Modern Fiction,Evening wind despite while would kid yard each friend whose.,evening wind despite while would kid yard each friend whose,positive,0,sadness,Infrastructure,Theory-Heavy,0
STU0923,CIVIL,Surveying,Stock during form conference think but already student between away prepare amount result enjoy modern.,stock during form conference think but already student between away prepare amount result enjoy modern,negative,0,joy,Infrastructure,Project-Based,1
STU0924,CS,AI,Simple property road by pick city image manage beautiful indicate three exist.,simple property road by pick city image manage beautiful indicate three exist,neutral,0,surprise,Infrastructure,Lab-Intensive,0
STU0925,CS,AI,During include require detail father feeling character like true cold sell old skin.,during include require detail father feeling character like true cold sell old skin,neutral,0,fear,Infrastructure,Theory-Heavy,0
STU0926,BIO,Genetics,Sound eye break garden trial yourself water professional including message.,sound eye break garden trial yourself water professional including message,positive,0,sadness,Instructor,Project-Based,0
STU0927,ME,Fluid Mechanics,Child unit fine dinner us rock seat nearly until.,child unit fine dinner us rock seat nearly until,positive,0,anger,Instructor,Theory-Heavy,1
STU0928,ECE,Embedded Systems,Perform inside simple feeling sense point property whom send every score down on early friend away.,perform inside simple feeling sense point property whom send every score down on early friend away,neutral,0,sadness,Infrastructure,Theory-Heavy,1
STU0929,ENG,Modern Fiction,Also party court institution leg ahead opportunity within air head eye administration room set week less both huge fast employee.,also party court institution leg ahead opportunity within air head eye administration room set week less both huge fast employee,negative,0,neutral,Infrastructure,Theory-Heavy,1
STU0930,CS,Data Structures,In recognize argue other medical politics bring defense.,in recognize argue other medical politics bring defense,positive,0,fear,Instructor,Project-Based,1
STU0931,ECE,Digital Circuits,Professor number outside administration my change former performance need cold cover mean.,professor number outside administration my change former performance need cold cover mean,positive,0,neutral,Infrastructure,Theory-Heavy,1
STU0932,ECE,Digital Circuits,New prepare structure account rock line might health particular any.,new prepare structure account rock line might health particular any,positive,0,sadness,Academic,Project-Based,1
STU0933,BIO,Genetics,Look music able information art example investment.,look music able information art example investment,neutral,0,fear,Academic,Project-Based,1
STU0934,CIVIL,Concrete Tech,Rather science large box class cover research population perform site outside.,rather science large box class cover research population perform site outside,positive,0,neutral,Academic,Theory-Heavy,1
STU0935,BIO,Genetics,Into forget production system he glass kind bag everybody large feeling goal same feeling happen require fish approach.,into forget production system he glass kind bag everybody large feeling goal same feeling happen require fish approach,positive,0,neutral,Infrastructure,Theory-Heavy,1
STU0936,CIVIL,Surveying,Single dinner view front cause already such herself go crime.,single dinner view front cause already such herself go crime,positive,0,surprise,Instructor,Theory-Heavy,0
STU0937,ENG,Poetry,Opportunity off great operation open process success decide different answer heavy letter person play leave live.,opportunity off great operation open process success decide different answer heavy letter person play leave live,positive,0,joy,Infrastructure,Lab-Intensive,1
STU0938,CS,AI,Staff knowledge baby support little number group southern decision pass.,staff knowledge baby support little number group southern decision pass,positive,1,fear,Academic,Project-Based,0
STU0939,ENG,Modern Fiction,Need her begin instead seek actually support attention organization film energy.,need her begin instead seek actually support attention organization film energy,positive,0,neutral,Academic,Project-Based,1
STU0940,ECE,Embedded Systems,Campaign protect box friend talk wrong wonder television common election strategy.,campaign protect box friend talk wrong wonder television common election strategy,negative,0,sadness,Infrastructure,Project-Based,1
STU0941,MBA,Marketing,Whom art show test magazine per without until order less scientist focus research important meet near should.,whom art show test magazine per without until order less scientist focus research important meet near should,positive,0,fear,Instructor,Theory-Heavy,1
STU0942,CS,AI,Final perform he writer reality popular huge raise small market east theory bed gun.,final perform he writer reality popular huge raise small market east theory bed gun,neutral,0,fear,Academic,Project-Based,1
STU0943,ECE,Digital Circuits,Necessary claim course surface system begin approach state yeah allow true.,necessary claim course surface system begin approach state yeah allow true,negative,0,neutral,Infrastructure,Project-Based,1
STU0944,ME,Fluid Mechanics,Social purpose rise rich many by street magazine agency much education fear ten future picture total industry feeling.,social purpose rise rich many by street magazine agency much education fear ten future picture total industry feeling,positive,0,sadness,Academic,Project-Based,1
STU0945,MBA,Finance,Lose chair and remember contain field enough charge trouble write decade others top.,lose chair and remember contain field enough charge trouble write decade others top,neutral,0,surprise,Academic,Project-Based,0
STU0946,BIO,Microbiology,Organization identify practice sound career sell themselves most administration.,organization identify practice sound career sell themselves most administration,positive,0,surprise,Instructor,Theory-Heavy,1
STU0947,BIO,Genetics,Guess fine player hotel consumer investment plant hard we return participant from reality human and attorney technology whatever their draw south.,guess fine player hotel consumer investment plant hard we return participant from reality human and attorney technology whatever their draw south,positive,0,fear,Academic,Project-Based,1
STU0948,CS,Data Structures,Language white any outside news law live book amount large area power series arm college national trade middle.,language white any outside news law live book amount large area power series arm college national trade middle,negative,0,surprise,Infrastructure,Theory-Heavy,1
STU0949,MBA,Marketing,Establish campaign poor memory rest many sing open entire color reduce child else.,establish campaign poor memory rest many sing open entire color reduce child else,positive,1,anger,Academic,Project-Based,0
STU0950,CIVIL,Surveying,And kitchen her walk how.,and kitchen her walk how,neutral,0,fear,Academic,Project-Based,0
STU0951,CIVIL,Surveying,Cold such history recently machine itself pretty I father win production.,cold such history recently machine itself pretty i father win production,neutral,1,neutral,Infrastructure,Lab-Intensive,1
STU0952,ME,Fluid Mechanics,Beyond report military cover hot wait pay pay lay purpose company camera whom.,beyond report military cover hot wait pay pay lay purpose company camera whom,negative,0,anger,Academic,Project-Based,1
STU0953,CS,Data Structures,List what structure artist usually interesting raise change.,list what structure artist usually interesting raise change,negative,0,neutral,Academic,Lab-Intensive,1
STU0954,ENG,Modern Fiction,Coach few rest morning together white respond either treatment reach when for become main military bag for human great region.,coach few rest morning together white respond either treatment reach when for become main military bag for human great region,positive,0,fear,Academic,Theory-Heavy,1
STU0955,CS,Data Structures,Avoid family goal break take field month.,avoid family goal break take field month,negative,0,fear,Instructor,Theory-Heavy,1
STU0956,CS,AI,Behavior see daughter century rule such issue six every begin our win care anything sing.,behavior see daughter century rule such issue six every begin our win care anything sing,positive,0,fear,Academic,Theory-Heavy,0
STU0957,CS,Cybersecurity,College surface guess life protect help reason relate paper positive training imagine computer.,college surface guess life protect help reason relate paper positive training imagine computer,negative,0,neutral,Infrastructure,Lab-Intensive,1
STU0958,CIVIL,Surveying,Media their point possible than direction.,media their point possible than direction,neutral,0,surprise,Infrastructure,Lab-Intensive,1
STU0959,ENG,Poetry,Future around best short yard our resource friend not military worry see between thousand ball just.,future around best short yard our resource friend not military worry see between thousand ball just,positive,0,surprise,Academic,Theory-Heavy,1
STU0960,ECE,Digital Circuits,Long open baby arrive Congress girl market great front bar feel about news wall.,long open baby arrive congress girl market great front bar feel about news wall,neutral,0,fear,Infrastructure,Theory-Heavy,0
STU0961,ENG,Modern Fiction,Size meet market music room since peace thing want keep life could art actually.,size meet market music room since peace thing want keep life could art actually,neutral,0,surprise,Academic,Lab-Intensive,1
STU0962,BIO,Microbiology,Almost trial our finish treat military call government not drug.,almost trial our finish treat military call government not drug,negative,0,fear,Instructor,Lab-Intensive,1
STU0963,CIVIL,Surveying,Sit price relationship son Mrs site strong their staff film like daughter change be them.,sit price relationship son mrs site strong their staff film like daughter change be them,negative,0,surprise,Academic,Theory-Heavy,1
STU0964,CIVIL,Concrete Tech,Line model between traditional individual positive add role admit knowledge loss policy camera old set interesting you song.,line model between traditional individual positive add role admit knowledge loss policy camera old set interesting you song,positive,0,surprise,Instructor,Project-Based,1
STU0965,ECE,Embedded Systems,Agree speak personal can address lay include.,agree speak personal can address lay include,positive,0,joy,Instructor,Theory-Heavy,1
STU0966,CIVIL,Concrete Tech,Mrs rate budget national teach away involve everybody suggest.,mrs rate budget national teach away involve everybody suggest,negative,1,joy,Academic,Theory-Heavy,1
STU0967,ECE,Digital Circuits,History population book religious same mother.,history population book religious same mother,positive,0,sadness,Instructor,Theory-Heavy,0
STU0968,MBA,Marketing,Wear prepare chance half example method common.,wear prepare chance half example method common,negative,1,surprise,Infrastructure,Project-Based,1
STU0969,CIVIL,Concrete Tech,Likely check pick church send society history give these between ahead environmental knowledge.,likely check pick church send society history give these between ahead environmental knowledge,negative,1,joy,Academic,Lab-Intensive,1
STU0970,BIO,Genetics,Final herself them office than end floor story personal raise her carry later quickly sort miss according different firm too.,final herself them office than end floor story personal raise her carry later quickly sort miss according different firm too,positive,0,neutral,Academic,Project-Based,1
STU0971,ENG,Modern Fiction,Form knowledge accept reason find police suffer be if quite condition company the present perform choice simply finally feel difficult.,form knowledge accept reason find police suffer be if quite condition company the present perform choice simply finally feel difficult,negative,0,joy,Academic,Lab-Intensive,1
STU0972,ME,Fluid Mechanics,Anyone community section never husband imagine fight factor audience behavior stock.,anyone community section never husband imagine fight factor audience behavior stock,positive,0,fear,Academic,Project-Based,1
STU0973,ME,Fluid Mechanics,Account important national dark question memory ask cover but also door little focus woman win mind.,account important national dark question memory ask cover but also door little focus woman win mind,positive,0,neutral,Instructor,Theory-Heavy,0
STU0974,ENG,Modern Fiction,Avoid whom interest travel little put ask everything rule.,avoid whom interest travel little put ask everything rule,positive,0,fear,Instructor,Lab-Intensive,1
STU0975,CS,AI,Early art fund agree us only few call reality.,early art fund agree us only few call reality,negative,0,surprise,Academic,Project-Based,1
STU0976,ME,Fluid Mechanics,Them south staff behavior agency modern second four hospital article low interview then.,them south staff behavior agency modern second four hospital article low interview then,negative,0,joy,Instructor,Project-Based,1
STU0977,CIVIL,Concrete Tech,Specific sometimes tax both third see.,specific sometimes tax both third see,negative,1,neutral,Infrastructure,Theory-Heavy,1
STU0978,ECE,Embedded Systems,Lose animal itself who blood girl woman line see situation time individual likely together single teacher maybe threat direction water.,lose animal itself who blood girl woman line see situation time individual likely together single teacher maybe threat direction water,negative,0,sadness,Instructor,Project-Based,1
STU0979,MBA,Marketing,Just fast home ask already can be police great shoulder.,just fast home ask already can be police great shoulder,neutral,0,fear,Instructor,Lab-Intensive,0
STU0980,BIO,Microbiology,Authority with who might interesting government most what federal again memory first list knowledge.,authority with who might interesting government most what federal again memory first list knowledge,negative,0,fear,Academic,Theory-Heavy,1
STU0981,CS,Data Structures,Behavior arm three interesting stage another actually special them simply suggest either will tree year these believe crime.,behavior arm three interesting stage another actually special them simply suggest either will tree year these believe crime,positive,0,neutral,Academic,Lab-Intensive,1
STU0982,ENG,Poetry,Free key edge subject firm compare writer whether car positive writer option year character certainly middle student civil matter.,free key edge subject firm compare writer whether car positive writer option year character certainly middle student civil matter,neutral,0,neutral,Academic,Project-Based,0
STU0983,MBA,Marketing,Street nearly season opportunity ready white gas amount simply health experience officer.,street nearly season opportunity ready white gas amount simply health experience officer,negative,0,fear,Infrastructure,Project-Based,1
STU0984,CIVIL,Concrete Tech,Behind believe different military pick democratic past himself learn behind adult statement unit thing card.,behind believe different military pick democratic past himself learn behind adult statement unit thing card,positive,0,joy,Academic,Lab-Intensive,0
STU0985,ECE,Embedded Systems,Season story scientist artist ever.,season story scientist artist ever,neutral,1,neutral,Infrastructure,Lab-Intensive,0
STU0986,ME,Fluid Mechanics,This way customer cold mother simple let everything western.,this way customer cold mother simple let everything western,neutral,0,surprise,Infrastructure,Project-Based,1
STU0987,BIO,Genetics,Raise little set east or another hear detail human check.,raise little set east or another hear detail human check,positive,0,sadness,Instructor,Project-Based,0
STU0988,CIVIL,Surveying,Arm once read produce begin expert attention specific one call throw material include laugh.,arm once read produce begin expert attention specific one call throw material include laugh,positive,0,anger,Instructor,Project-Based,1
STU0989,CS,AI,Analysis break pass show thought blood consider Mr concern put everybody building reveal ago budget tree sister keep expert parent.,analysis break pass show thought blood consider mr concern put everybody building reveal ago budget tree sister keep expert parent,neutral,0,fear,Instructor,Lab-Intensive,1
STU0990,CIVIL,Surveying,Officer exactly picture be memory some modern drop store majority in all writer everything certainly drive certainly all include.,officer exactly picture be memory some modern drop store majority in all writer everything certainly drive certainly all include,neutral,1,neutral,Instructor,Project-Based,0
STU0991,BIO,Genetics,Nearly bar stop economic before use against avoid official attorney.,nearly bar stop economic before use against avoid official attorney,negative,0,neutral,Infrastructure,Lab-Intensive,1
STU0992,CS,Cybersecurity,Exactly history much purpose page spend.,exactly history much purpose page spend,neutral,0,anger,Infrastructure,Theory-Heavy,0
STU0993,BIO,Microbiology,Feeling first hard many foreign industry stock kitchen provide.,feeling first hard many foreign industry stock kitchen provide,positive,0,joy,Infrastructure,Project-Based,0
STU0994,ME,Fluid Mechanics,Return remain admit star my gun run official hit low population science specific.,return remain admit star my gun run official hit low population science specific,positive,0,anger,Academic,Lab-Intensive,1
STU0995,CS,AI,Pressure computer war local different place allow film lawyer strategy certain task.,pressure computer war local different place allow film lawyer strategy certain task,positive,0,fear,Academic,Project-Based,1
STU0996,CS,Data Structures,Commercial nice his account ago nice family enough building song notice stage.,commercial nice his account ago nice family enough building song notice stage,neutral,0,fear,Instructor,Theory-Heavy,1
STU0997,MBA,Finance,Real however push long us with will education.,real however push long us with will education,neutral,0,fear,Infrastructure,Theory-Heavy,0
STU0998,MBA,Marketing,Authority especially major air data material activity half.,authority especially major air data material activity half,negative,0,fear,Instructor,Project-Based,1
STU0999,ECE,Embedded Systems,Safe middle speak worry race job home bed deep development trial.,safe middle speak worry race job home bed deep development trial,positive,0,fear,Infrastructure,Theory-Heavy,0
STU1000,MBA,Finance,Maybe ground beyond all set everybody.,maybe ground beyond all set everybody,neutral,0,neutral,Instructor,Lab-Intensive,0
STU1001,CIVIL,Concrete Tech,Sing hour side imagine democratic tend knowledge make environment.,sing hour side imagine democratic tend knowledge make environment,negative,0,joy,Infrastructure,Lab-Intensive,1
STU1002,ENG,Modern Fiction,Effort one across area behavior someone cell late arrive raise thought offer.,effort one across area behavior someone cell late arrive raise thought offer,negative,0,surprise,Academic,Project-Based,1
STU1003,ME,Thermodynamics,Shake accept sing wonder entire direction serious professor foot begin follow.,shake accept sing wonder entire direction serious professor foot begin follow,negative,0,surprise,Instructor,Project-Based,1
STU1004,MBA,Marketing,Project avoid enough know similar letter product change last probably serious food step fast somebody.,project avoid enough know similar letter product change last probably serious food step fast somebody,neutral,0,joy,Instructor,Theory-Heavy,0
STU1005,ECE,Digital Circuits,Time seven arm table talk cup leave well change left respond.,time seven arm table talk cup leave well change left respond,positive,0,joy,Academic,Lab-Intensive,0
STU1006,ME,Thermodynamics,Culture pull during believe program consumer range low effect.,culture pull during believe program consumer range low effect,positive,0,sadness,Instructor,Lab-Intensive,0
STU1007,CS,Cybersecurity,Interview describe sound its share which you yes.,interview describe sound its share which you yes,positive,0,sadness,Instructor,Project-Based,1
STU1008,ENG,Modern Fiction,Father now better blue to alone most like stay value agreement thing this outside guy quickly down.,father now better blue to alone most like stay value agreement thing this outside guy quickly down,positive,1,joy,Academic,Project-Based,0
STU1009,MBA,Finance,Class vote show future miss report itself nation develop law off maybe participant benefit amount time positive risk raise environment.,class vote show future miss report itself nation develop law off maybe participant benefit amount time positive risk raise environment,neutral,0,joy,Instructor,Project-Based,1
STU1010,ECE,Embedded Systems,Stuff success whom no improve center ready again wear describe.,stuff success whom no improve center ready again wear describe,neutral,0,anger,Academic,Theory-Heavy,0
STU1011,ENG,Poetry,Above too specific summer collection special new body ready only.,above too specific summer collection special new body ready only,neutral,0,neutral,Infrastructure,Project-Based,0
STU1012,ME,Thermodynamics,Institution door key help between mission.,institution door key help between mission,neutral,0,surprise,Instructor,Project-Based,0
STU1013,MBA,Marketing,Understand view with then feeling after prove scientist fall certainly television toward your success cost.,understand view with then feeling after prove scientist fall certainly television toward your success cost,neutral,0,joy,Instructor,Theory-Heavy,1
STU1014,MBA,Marketing,Far alone or career Congress think magazine trouble us industry attorney head need stay stop yet manager we.,far alone or career congress think magazine trouble us industry attorney head need stay stop yet manager we,negative,0,surprise,Instructor,Project-Based,1
STU1015,ENG,Poetry,Economy red sister difference reflect late movement mind.,economy red sister difference reflect late movement mind,positive,0,anger,Infrastructure,Lab-Intensive,1
STU1016,ECE,Digital Circuits,Method reflect business share fire player plan accept simple couple.,method reflect business share fire player plan accept simple couple,negative,0,neutral,Instructor,Lab-Intensive,1
STU1017,ME,Fluid Mechanics,Sister piece tough political later we down.,sister piece tough political later we down,positive,1,sadness,Academic,Theory-Heavy,1
STU1018,CS,Cybersecurity,Knowledge bad job police finish foot soldier local deep house perform.,knowledge bad job police finish foot soldier local deep house perform,neutral,0,fear,Academic,Project-Based,0
STU1019,ECE,Embedded Systems,Do candidate a mission stop cover certain rule manage girl whether town open rest build anything debate.,do candidate a mission stop cover certain rule manage girl whether town open rest build anything debate,neutral,0,neutral,Infrastructure,Project-Based,0
STU1020,MBA,Marketing,Hard sea develop term much who.,hard sea develop term much who,positive,0,surprise,Instructor,Theory-Heavy,0
STU1021,MBA,Finance,Including open buy gas edge edge.,including open buy gas edge edge,neutral,1,fear,Academic,Project-Based,0
STU1022,MBA,Marketing,Positive heavy agency general across miss never black kid just after everyone decade mind all sport show.,positive heavy agency general across miss never black kid just after everyone decade mind all sport show,positive,0,neutral,Instructor,Lab-Intensive,0
STU1023,ENG,Modern Fiction,Just anything husband parent big happen knowledge rock whether standard media over green good knowledge.,just anything husband parent big happen knowledge rock whether standard media over green good knowledge,positive,0,neutral,Infrastructure,Lab-Intensive,0
STU1024,CS,Data Structures,Effort agreement most finish evening reason figure message main hospital street lot.,effort agreement most finish evening reason figure message main hospital street lot,positive,0,surprise,Instructor,Project-Based,0
STU1025,CIVIL,Concrete Tech,Whom writer mind positive study.,whom writer mind positive study,neutral,0,anger,Instructor,Lab-Intensive,0
STU1026,BIO,Microbiology,Loss bit age light large concern newspaper age attention.,loss bit age light large concern newspaper age attention,negative,0,neutral,Infrastructure,Lab-Intensive,1
STU1027,BIO,Microbiology,Skin memory leader full floor benefit hold room size their responsibility away example card exist imagine them indicate.,skin memory leader full floor benefit hold room size their responsibility away example card exist imagine them indicate,negative,0,fear,Infrastructure,Lab-Intensive,1
STU1028,CIVIL,Concrete Tech,Off theory company team month smile job per.,off theory company team month smile job per,neutral,1,sadness,Academic,Lab-Intensive,1
STU1029,ECE,Embedded Systems,Key sister nature process if right executive that sister clear.,key sister nature process if right executive that sister clear,negative,1,anger,Academic,Theory-Heavy,1
STU1030,ECE,Embedded Systems,Case college him probably prepare generation national site left politics money.,case college him probably prepare generation national site left politics money,positive,0,joy,Infrastructure,Project-Based,0
STU1031,CIVIL,Surveying,To structure against along civil within analysis ever produce air.,to structure against along civil within analysis ever produce air,negative,0,sadness,Instructor,Project-Based,1
STU1032,CIVIL,Concrete Tech,Specific front stay two respond.,specific front stay two respond,neutral,0,surprise,Infrastructure,Theory-Heavy,1
STU1033,ENG,Poetry,Region ever there guy after walk training white check interest be past only company draw western group area moment.,region ever there guy after walk training white check interest be past only company draw western group area moment,positive,0,joy,Instructor,Lab-Intensive,0
STU1034,CS,Cybersecurity,Join hold Republican check if air I difference goal only second party scene film enter nice nothing character.,join hold republican check if air i difference goal only second party scene film enter nice nothing character,negative,0,surprise,Academic,Project-Based,1
STU1035,CS,Data Structures,Bar best weight opportunity TV may leader item recently though dark add authority movie financial time early attention call.,bar best weight opportunity tv may leader item recently though dark add authority movie financial time early attention call,positive,0,joy,Academic,Project-Based,1
STU1036,CS,AI,Event community design structure staff continue law tonight hope ball environment region support story imagine dark fund.,event community design structure staff continue law tonight hope ball environment region support story imagine dark fund,positive,0,surprise,Academic,Theory-Heavy,1
STU1037,ECE,Digital Circuits,Stop customer them building beautiful thing fight effort daughter perhaps rate something.,stop customer them building beautiful thing fight effort daughter perhaps rate something,positive,0,neutral,Infrastructure,Project-Based,1
STU1038,ECE,Embedded Systems,Who tree religious however start reach end itself claim attention around daughter lose main certain seven.,who tree religious however start reach end itself claim attention around daughter lose main certain seven,negative,0,sadness,Infrastructure,Lab-Intensive,1
STU1039,MBA,Finance,Mother edge Mrs enough nothing air stage office be enter very truth democratic statement just weight serious hope ask.,mother edge mrs enough nothing air stage office be enter very truth democratic statement just weight serious hope ask,neutral,0,joy,Academic,Project-Based,0
STU1040,BIO,Genetics,Step center rule could hour name hot sort animal particular performance.,step center rule could hour name hot sort animal particular performance,neutral,0,fear,Instructor,Lab-Intensive,1
STU1041,ENG,Poetry,Personal team structure off learn agency our can area.,personal team structure off learn agency our can area,negative,0,sadness,Infrastructure,Theory-Heavy,1
STU1042,BIO,Microbiology,When clear evidence within trade general explain part history sing development.,when clear evidence within trade general explain part history sing development,neutral,0,anger,Academic,Theory-Heavy,1
STU1043,BIO,Microbiology,That couple cell road send time choose degree kid.,that couple cell road send time choose degree kid,positive,0,surprise,Infrastructure,Lab-Intensive,0
STU1044,CS,Data Structures,Chair wall there one order great economic him newspaper avoid.,chair wall there one order great economic him newspaper avoid,negative,0,joy,Instructor,Theory-Heavy,1
STU1045,ENG,Poetry,This strategy politics begin interesting know able direction southern.,this strategy politics begin interesting know able direction southern,negative,0,neutral,Instructor,Lab-Intensive,1
STU1046,CIVIL,Surveying,That value hundred lead culture manager word they record.,that value hundred lead culture manager word they record,negative,0,sadness,Infrastructure,Theory-Heavy,1
STU1047,ECE,Embedded Systems,Green without hope guess position expect others best collection.,green without hope guess position expect others best collection,positive,1,joy,Instructor,Project-Based,0
STU1048,CIVIL,Concrete Tech,I suffer despite more himself right poor visit service.,i suffer despite more himself right poor visit service,neutral,0,fear,Infrastructure,Theory-Heavy,1
STU1049,ENG,Modern Fiction,Each condition two high marriage beyond detail.,each condition two high marriage beyond detail,negative,0,joy,Academic,Theory-Heavy,1
STU1050,CS,Cybersecurity,Statement chance job inside up test piece the change.,statement chance job inside up test piece the change,positive,0,neutral,Infrastructure,Theory-Heavy,0
STU1051,CS,Data Structures,Area man beat exist range pattern page light history.,area man beat exist range pattern page light history,positive,0,sadness,Infrastructure,Project-Based,1
STU1052,MBA,Finance,Tree ten gun shoulder marriage you alone garden.,tree ten gun shoulder marriage you alone garden,positive,0,sadness,Academic,Project-Based,0
